transmission_line_id,transmission_line_id_source,transmission_circuit_id,transmission_circuit_id_source,owner,owner_source,province,province_source,operating_region,operating_region_source,number_of_circuits,number_of_circuits_source,current_type,current_type_source,line_segment_length_km,line_segment_length_km_source,line_segment_length_mi,line_segment_length_mi_source,line_length_km,line_length_km_source,line_length_mi,line_length_mi_source,voltage,voltage_source,Transmission_Line_Reactance,Transmission_Line_Reactance_source,Transmission_Line_Segment_Reactance,Transmission_Line_Segment_Reactance_source,ttc_summer,ttc_summer_source,ttc_winter,ttc_winter_source,network_node_name_starting,network_node_name_starting_source,network_node_code_starting,network_node_code_starting_source,network_node_name_ending,network_node_name_ending_source,network_node_code_ending,network_node_code_ending_source,notes,notes_source
36523,API,L1101,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,1.500,API,0.926,API,60.400,API,37.284,API,120,API,25.41,API,0.63,API,107,API,118,API,Thurso,API,QC_THU_DSS,API,FPS Canada Inc.,API,QC_FPS_ISS,API,NULL,API
36524,API,L1101D2,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,2.200,API,1.358,API,2.200,API,1.358,API,120,API,0.93,API,0.93,API,107,API,118,API,Buckingham JCT,API,QC_BUC_JCT,API,Buckingham,API,QC_BUC_DSS,API,NULL,API
36525,API,L1102,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,11.900,API,7.346,API,35.500,API,21.914,API,120,API,14.94,API,5.01,API,107,API,118,API,Erco Mondial Buckingham JCT,API,QC_ERC_JCT,API,Erco Mondial Buckingham,API,QC_ERC_ISS,API,NULL,API
36526,API,L1102,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,3.100,API,1.914,API,35.500,API,21.914,API,120,API,14.94,API,1.30,API,107,API,118,API,Erco Mondial Buckingham JCT,API,QC_ERC_JCT,API,Interconnexion-Maclaren,API,QC_INM_SWS,API,NULL,API
36527,API,L1102,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,17.100,API,10.556,API,35.500,API,21.914,API,120,API,14.94,API,7.19,API,107,API,118,API,Resolute Forest Products Gatineau JCT,API,QC_RFGT_JCT,API,Erco Mondial Buckingham JCT,API,QC_ERC_JCT,API,NULL,API
36528,API,L1102,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,3.400,API,2.099,API,35.500,API,21.914,API,120,API,14.94,API,1.43,API,107,API,118,API,Vignan,API,QC_VGN_TSS,API,Resolute Forest Products Gatineau JCT,API,QC_RFGT_JCT,API,NULL,API
36529,API,L1102D1,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,0.650,API,0.401,API,0.770,API,0.475,API,120,API,0.32,API,0.27,API,107,API,118,API,Gatineau JCT,API,QC_GAT_JCT,API,Resolute Forest Products Gatineau,API,QC_RFGT_ISS,API,Circuit ID assumed,API
36530,API,L1102D1,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,0.120,API,0.074,API,0.770,API,0.475,API,120,API,0.32,API,0.05,API,107,API,118,API,Resolute Forest Products Gatineau JCT,API,QC_RFGT_JCT,API,Gatineau JCT,API,QC_GAT_JCT,API,Circuit ID assumed,API
36531,API,L1102D2,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,0.240,API,0.148,API,0.240,API,0.148,API,120,API,0.10,API,0.10,API,107,API,118,API,Gatineau JCT,API,QC_GAT_JCT,API,Gatineau,API,QC_GAT_DSS,API,Circuit ID assumed,API
36532,API,L1102P,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,11.900,API,7.346,API,11.900,API,7.346,API,120,API,5.01,API,5.01,API,107,API,118,API,Erco Mondial Buckingham JCT,API,QC_ERC_JCT,API,Erco Mondial Buckingham,API,QC_ERC_ISS,API,NULL,API
36533,API,L1104,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,13.600,API,8.395,API,35.700,API,22.037,API,120,API,15.02,API,5.72,API,107,API,118,API,Buckingham JCT,API,QC_BUC_JCT,API,Thurso,API,QC_THU_DSS,API,NULL,API
36534,API,L1104,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,2.000,API,1.235,API,35.700,API,22.037,API,120,API,15.02,API,0.84,API,107,API,118,API,Interconnexion-Maclaren,API,QC_INM_SWS,API,Buckingham JCT,API,QC_BUC_JCT,API,NULL,API
36535,API,L1104,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,20.100,API,12.407,API,35.700,API,22.037,API,120,API,15.02,API,8.46,API,107,API,118,API,Thurso,API,QC_THU_DSS,API,Petite-Nation,API,QC_PTN_TSS,API,NULL,API
36536,API,L1104D2,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,2.200,API,1.358,API,2.200,API,1.358,API,120,API,0.93,API,0.93,API,107,API,118,API,Buckingham JCT,API,QC_BUC_JCT,API,Buckingham,API,QC_BUC_DSS,API,NULL,API
36537,API,L1105,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,2.400,API,1.481,API,7.220,API,4.457,API,120,API,3.04,API,1.01,API,107,API,118,API,Chelsea,API,QC_CHL_GSS,API,Rapides-Farmers,API,QC_RPF_GSS,API,NULL,API
36538,API,L1105,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,4.700,API,2.901,API,7.220,API,4.457,API,120,API,3.04,API,1.98,API,107,API,118,API,Limbour,API,QC_LMB_DSS,API,Touraine,API,QC_TRN_DSS,API,NULL,API
36539,API,L1105,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,0.120,API,0.074,API,7.220,API,4.457,API,120,API,3.04,API,0.05,API,107,API,118,API,Rapides-Farmers,API,QC_RPF_GSS,API,Limbour,API,QC_LMB_DSS,API,NULL,API
36540,API,L1107,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,29.300,API,18.086,API,29.300,API,18.086,API,120,API,12.33,API,12.33,API,107,API,118,API,Rapides-Farmers,API,QC_RPF_GSS,API,Wakefield,API,QC_WKF_DSS,API,NULL,API
36541,API,L1108,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,40.100,API,24.753,API,40.100,API,24.753,API,120,API,16.87,API,16.87,API,107,API,118,API,Paugan,API,QC_PAU_GSS,API,Rapides-Farmers,API,QC_RPF_GSS,API,NULL,API
36542,API,L1109,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,4.200,API,2.593,API,4.200,API,2.593,API,120,API,1.77,API,1.77,API,107,API,118,API,Lucerne,API,QC_LUC_SWS,API,Gamelin,API,QC_GAM_DSS,API,NULL,API
36543,API,L1110,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,0.940,API,0.580,API,0.940,API,0.580,API,120,API,0.40,API,0.40,API,107,API,118,API,Cadieux,API,QC_CDX_DSS,API,Bryson,API,QC_BRY_GSS,API,NULL,API
36544,API,L1111,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,31.600,API,19.506,API,31.600,API,19.506,API,120,API,13.29,API,13.29,API,107,API,118,API,Petite-Nation,API,QC_PTN_TSS,API,Calumet,API,QC_CAL_DSS,API,NULL,API
36545,API,L1112,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,17.100,API,10.556,API,17.100,API,10.556,API,120,API,7.19,API,7.19,API,107,API,118,API,Mont-Laurier,API,QC_MLR_DSS,API,Lac-des-ÃŽles,API,QC_LDI_DSS,API,NULL,API
36546,API,L1113,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,35.500,API,21.914,API,35.500,API,21.914,API,120,API,14.94,API,14.94,API,107,API,118,API,Lucerne,API,QC_LUC_SWS,API,Quyon,API,QC_QUY_TSS,API,NULL,API
36547,API,L1113P,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,35.500,API,21.914,API,35.500,API,21.914,API,120,API,14.94,API,14.94,API,107,API,118,API,Lucerne,API,QC_LUC_SWS,API,Quyon,API,QC_QUY_TSS,API,NULL,API
36548,API,L1114,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,2.400,API,1.481,API,2.400,API,1.481,API,120,API,1.01,API,1.01,API,107,API,118,API,Rapides-Farmers,API,QC_RPF_GSS,API,Chelsea,API,QC_CHL_GSS,API,NULL,API
36549,API,L1115,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,8.200,API,5.062,API,8.200,API,5.062,API,120,API,3.45,API,3.45,API,107,API,118,API,Glenwood,API,QC_GLN_DSS,API,Lucerne,API,QC_LUC_SWS,API,NULL,API
36550,API,L1116,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,1.700,API,1.049,API,1.700,API,1.049,API,120,API,0.72,API,0.72,API,107,API,118,API,Val-TÃ©treau,API,QC_VTR_DSS,API,Hull-2,API,QC_HL2_GSS,API,NULL,API
36551,API,L1117,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,0.600,API,0.370,API,8.800,API,5.432,API,120,API,3.70,API,0.25,API,107,API,118,API,Dorion JCT,API,QC_DRN_JCT,API,Dorion,API,QC_DRN_DSS,API,NULL,API
36552,API,L1117,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,8.200,API,5.062,API,8.800,API,5.432,API,120,API,3.70,API,3.45,API,107,API,118,API,Vaudreuil-Soulanges,API,QC_VDS_DSS,API,Dorion JCT,API,QC_DRN_JCT,API,NULL,API
36553,API,L1118,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,51.000,API,31.481,API,51.000,API,31.481,API,120,API,21.46,API,21.46,API,107,API,118,API,Calumet,API,QC_CAL_DSS,API,Lafontaine,API,QC_LAF_TSS,API,NULL,API
36554,API,L1119,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,14.300,API,8.827,API,42.900,API,26.481,API,120,API,18.05,API,6.02,API,107,API,118,API,Achigan JCT,API,QC_ACH_JCT,API,Saint-Lin,API,QC_SLI_DSS,API,NULL,API
36555,API,L1119,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,17.100,API,10.556,API,42.900,API,26.481,API,120,API,18.05,API,7.19,API,107,API,118,API,Lafontaine,API,QC_LAF_TSS,API,Paquin,API,QC_PAQ_DSS,API,NULL,API
36556,API,L1119,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,11.500,API,7.099,API,42.900,API,26.481,API,120,API,18.05,API,4.84,API,107,API,118,API,Paquin,API,QC_PAQ_DSS,API,Achigan JCT,API,QC_ACH_JCT,API,NULL,API
36557,API,L1119D1,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,7.500,API,4.630,API,7.500,API,4.630,API,120,API,3.16,API,3.16,API,107,API,118,API,Achigan JCT,API,QC_ACH_JCT,API,Achigan,API,QC_ACH_DSS,API,NULL,API
36558,API,L1121,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,14.300,API,8.827,API,42.900,API,26.481,API,120,API,18.05,API,6.02,API,107,API,118,API,Achigan JCT,API,QC_ACH_JCT,API,Saint-Lin,API,QC_SLI_DSS,API,NULL,API
36559,API,L1121,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,7.200,API,4.444,API,42.900,API,26.481,API,120,API,18.05,API,3.03,API,107,API,118,API,Lachute JCT,API,QC_LCT_JCT,API,Lafontaine,API,QC_LAF_TSS,API,NULL,API
36560,API,L1121,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,9.900,API,6.111,API,42.900,API,26.481,API,120,API,18.05,API,4.17,API,107,API,118,API,Lachute JCT,API,QC_LCT_JCT,API,Paquin,API,QC_PAQ_DSS,API,NULL,API
36561,API,L1121,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,11.500,API,7.099,API,42.900,API,26.481,API,120,API,18.05,API,4.84,API,107,API,118,API,Paquin,API,QC_PAQ_DSS,API,Achigan JCT,API,QC_ACH_JCT,API,NULL,API
36562,API,L1121D1,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,19.100,API,11.790,API,24.300,API,15.000,API,120,API,10.22,API,8.04,API,107,API,118,API,Lachute JCT,API,QC_LCT_JCT,API,SGL Canada JCT,API,QC_SGL_JCT,API,Circuit ID assumed,API
36563,API,L1121D1,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,5.200,API,3.210,API,24.300,API,15.000,API,120,API,10.22,API,2.19,API,107,API,118,API,SGL Canada JCT,API,QC_SGL_JCT,API,Lachute,API,QC_LCT_DSS,API,Circuit ID assumed,API
36564,API,L1121D3,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,7.500,API,4.630,API,9.900,API,6.111,API,120,API,4.17,API,3.16,API,107,API,118,API,Achigan JCT,API,QC_ACH_JCT,API,Achigan,API,QC_ACH_DSS,API,Circuit ID assumed,API
36565,API,L1121D3,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,2.400,API,1.481,API,9.900,API,6.111,API,120,API,4.17,API,1.01,API,107,API,118,API,SGL Canada JCT,API,QC_SGL_JCT,API,SGL Canada,API,QC_SGL_ISS,API,Circuit ID assumed,API
36566,API,L1122,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,6.100,API,3.765,API,20.100,API,12.407,API,120,API,8.46,API,2.57,API,107,API,118,API,Arthur-Buies,API,QC_ARB_DSS,API,Rolland Enterprises Inc. JCT,API,QC_REI_JCT,API,NULL,API
36567,API,L1122,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,5.000,API,3.086,API,20.100,API,12.407,API,120,API,8.46,API,2.10,API,107,API,118,API,Paquin,API,QC_PAQ_DSS,API,Arthur-Buies,API,QC_ARB_DSS,API,NULL,API
36568,API,L1122,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,8.600,API,5.309,API,20.100,API,12.407,API,120,API,8.46,API,3.62,API,107,API,118,API,Rolland,API,QC_ROL_DSS,API,Lafontaine,API,QC_LAF_TSS,API,NULL,API
36569,API,L1122,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,0.400,API,0.247,API,20.100,API,12.407,API,120,API,8.46,API,0.17,API,107,API,118,API,Rolland Enterprises Inc. JCT,API,QC_REI_JCT,API,Rolland,API,QC_ROL_DSS,API,NULL,API
36570,API,L1122D1,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,0.700,API,0.432,API,0.700,API,0.432,API,120,API,0.29,API,0.29,API,107,API,118,API,Rolland Enterprises Inc. JCT,API,QC_REI_JCT,API,Rolland Enterprises Inc.,API,QC_REI_ISS,API,Circuit ID assumed,API
36571,API,L1123,API,Hydro-QuÃ©bec Transmission,API,QC,API,Quebec,API,1,API,ac,API,31.500,API,19.444,API,31.500,API,19.444,API,120,API,13.25,API,13.25,API,107,API,118,API,Notre-Dame-du-Laus,API,QC_NDL_DSS,API,High Falls,API,QC_HIF_GSS,API,NULL,API
